Smiles,IC50_nM
CC(C)Nc1cc(ncc1-c1cc(no1)[C@H]1CCN(C1)C(C)=O)-n1ncc2cc(cnc12)C#N,4.0
CC(C)Nc1cc(ncc1-c1cn(CCC(F)(F)F)nn1)-n1ncc2cc(cnc12)C#N,4.0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2ccc3ccc(nn23)N2CC3CCC2CN3)c(n1)C(F)F,4.0
COC(=O)NC[C@H]1C[C@@H](C1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cccnn12,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)C1CN(C1)C(=O)C1CC1)-n1ncc2cc(cnc12)C#N,4.0
CC(C)Nc1cc(ncc1-c1cn(CCCCF)nn1)-n1ncc2cc(cnc12)C#N,4.0
CCCn1cc(nn1)-c1cnc(cc1NC1CCOCC1)-n1ncc2cc(cnc12)C#N,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)C1CN(C1)C(=O)C(C)C)-n1ncc2cc(cnc12)C#N,4.0
CC[C@@H](C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1cnn2cc(cnc12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1COC1)-c1cnn2cc(cnc12)C#N,4.0
COC(=O)N1CC[C@@H](C1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCOCC1)-c1cnn2cc(Cl)cnc12,4.0
CCNc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1cnc2cc(Cl)cnn12,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)C1CN(C1)C(=O)CC1CC1)-n1ncc2cc(cnc12)C#N,4.0
CCCn1cc(nn1)-c1cnc(cc1NC(C)C)-n1cnc2cnc(N)nc12,4.0
CC1CN(CCO1)[C@H]1CC[C@@H](CC1)Nc1ncnc2ccc(cc12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1COC1)-c1cnc2cc(Cl)cnn12,4.0
O=C(Nc1ccsc1C#N)c1ccc2cnc(N[C@@H]3CCCNC3)nn12,4.0
CC(C)Nc1cc(ncc1-c1cn(CC(O)C(C)C)nn1)-n1ncc2cc(cnc12)C#N,4.0
N[C@H]1CCCC[C@H]1Nc1ccn2ncc(C(=O)Nc3ccncc3C(F)(F)F)c2n1,4.0
CNC(=O)[C@H]1CC[C@@H](C1)Nc1cc(ncc1C(=O)NC)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CC[C@@H](CC1)C(C)(C)O)-n1ncc2cc(cnc12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1ncc(F)cn1)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CC[C@@](C)(O)CC1)-n1ncc2cc(cnc12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCOC1)-c1cnn2cc(Cl)cnc12,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)[C@@H]1COC[C@H]1O)-n1ncc2cc(cnc12)C#N,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)[C@@H]1CCN(C[C@H]1O)S(C)(=O)=O)-n1ncc2cc(cnc12)C#N,4.0
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1cnc2cc(Cl)cnc12,4.0
[2H]C([2H])([2H])OC(C)(C)[C@H](F)CNC(=O)c1cnc(Nc2ncc(cc2F)C#N)cc1NC(C)C,4.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CC3CC2CNC3)c(n1)C(F)F,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)[C@@H](C)[C@H](C)O)-n1ncc2cc(cnc12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCC(F)C1)-c1cnn2cc(Cl)cnc12,4.0
CC(C)Nc1cc(ncc1-c1cn(nn1)C1CN(C1)C(C)=O)-n1ncc2cc(cnc12)C#N,4.0
CC(C)(O)CCC1CC(=NO1)c1cnc(cc1NCC(F)F)-n1ncc2cc(cnc12)C#N,4.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCCNCC2)c(n1)C(F)F,4.0
CC(C)Oc1cc2nn(CC(=O)N3CCN(C)CC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,4.0
CC(C)Oc1cc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2cc1NC(=O)c1cccc(C)n1,4.0
CNS(=O)(=O)c1ccc(cc1)-n1cc(NC(=O)c2cnn3ccc(nc23)N2CCNCC2)c(n1)C(N)=O,4.0
COC(=O)N[C@@]1(C)CC[C@@H](CC1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@H]4CNC[C@H](F)C4)nc23)c(n1)C(F)(F)F,4.0
COc1cc2c(OC[C@H]3NC(=O)[C@H]4[C@@H]3[C@]4(C)F)nccc2cc1C(N)=O,4.0
CC(C)Nc1cc(ncc1C(=O)NC1CCC[C@H](O)C1)-c1ccc2cc(cnn12)C#N,4.0
COc1cc2ncc(-c3cccc(NC4CNCC4(F)F)n3)n2cc1-c1cnn(C)c1,4.0
Cn1cc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2cnc3cc(Cl)cnn23)cn1,4.0
CC(C)Oc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)ncc(-c3cnn(c3)C3CCNCC3)c2cc1C(N)=O,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC2CCC(C1)N2S(C)(=O)=O)-c1ccc2cc(cnn12)C#N,4.0
COc1nc2c(OC[C@@H]3C[C@@H](F)C(=O)N3)csc2cc1C(N)=O,4.0
COCCNc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)Nc1cc(ncc1C(=O)NC1CCN(CC1)C1COC1)-c1ccc2cc(cnn12)C#N,4.0
COc1cccc(Nc2cc(Nc3ncc(cc3F)C#N)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1,4.0
CN(C)[C@H]1CC[C@@H](CC1)Nc1ncnc2ccc(cc12)-c1cc(O)c(F)c(F)c1,4.0
Cc1ncc(cn1)C1CCC(CC1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCN(C1)C1COC1)-c1ccc2cc(cnn12)C#N,4.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CC[C@@H](F)[C@@H](N)C2)c(n1)C(F)F,4.0
COCC1(CC1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CC[C@@H](CC1)n1cc(cn1)C(F)(F)F)-c1ccc2cc(cnn12)C#N,4.0
CN1CCC(CC1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)Nc1cc(ncc1C(=O)NCC1CS(=O)(=O)C1)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCN(CC1)C1CC1)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(C)OC(=O)NC12CCC(CC1)(CC2)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)Nc1cc(ncc1C(N)=O)-c1ccc2cc(cnn12)C#N,4.0
Cc1cc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)sn1,4.0
NCC1CCN(CC1)c1cc(ccc1NC(=O)c1cnn2cccnc12)C(=O)Nc1ccccc1,4.0
OCCCOc1cc2nn(CC(=O)N3CCOCC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1sc2CCCCc2c1C(N)=O)-c1ccc2cc(cnn12)C#N,4.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(O)[C@@H]4O)nc23)c(n1)C(F)(F)F,4.0
CC(C)Nc1cc(ncc1C(=O)Nc1cc2cc[nH]c2cn1)-n1ncc2cc(cnc12)C#N,4.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4[C@H](N)CCCC4O)nc23)c(n1)C(F)(F)F,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCN(CC1)c1ccccc1)-n1ncc2cc(cnc12)C#N,4.0
CC(C)Nc1cc(ncc1-n1cc(CC(F)C(C)(C)O)nn1)-n1ncc2cc(cnc12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCN(CC1)C(=O)c1ccoc1)-c1ccc2cc(cnn12)C#N,4.0
CSN1CCN(CC1)[C@H]1CC[C@@H](CC1)Nc1ncnc2ccc(cc12)-c1cnc(F)c(N)c1,4.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2C[C@@H](N)C[C@H](F)C2)c(n1)C(F)(F)F,4.0
Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4O)nn23)c(n1)C(F)F,4.0
CC(F)(F)Cn1ccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2cnn3cc(cnc23)C#N)n1,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC(F)C1)-c1cnc2cc(Cl)cnn12,4.0
N[C@H]1CCCC[C@H]1Nc1ncc2ccc(C(=O)Nc3cscc3C#N)n2n1,4.0
CS(=O)(=O)N1CCCC(C1)n1cc(NC(=O)c2cnn3ccc(N[C@H]4CCCC[C@H]4N)nc23)c(n1)C(N)=O,4.0
Cc1cc([NH2+]c2ncc(-c3nc(cs3)-c3ccccc3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,4.0
CC(C)Nc1cc(ncc1C(=O)NC1CCC(CC1)N(C)C)-c1cnc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC(F)(F)C1)-c1cnc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NCCC(F)(F)F)-c1cnc2cc(cnn12)C#N,4.0
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1C[C@H](CN2CCOCC2)C1)-c1ccc2cc(cnn12)C#N,4.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2C[C@H](N)CC(F)(F)C2)c(n1)C(F)(F)F,4.0
CC(C)Nc1cc(Nc2nc3cccnc3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.0
Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCNC4)nn23)c(n1)C(F)(F)F,4.0
OC(=O)C(F)(F)F.O=C(Nc1ccccc1C#N)c1csc2ncc(N[C@H]3CCCCNC3)nc12,4.0
COC(=O)NC(C)(C)CCCNc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC(F)(F)C1)-c1cnc2cc(Cl)cnn12,4.0
Nc1cc(cnc1F)-c1ccc2ncnc(N[C@H]3CC[C@@H](CC3)N3CCO[C@@H](CF)C3)c2c1,4.0
CC(C)(F)CNC(=O)c1cnc(cc1NC12CCC(O)(CC1)CC2)-c1ccc2cc(cnn12)C#N,4.0
OC12CCC(CC1)(CC2)Nc1cc(ncc1C(=O)NCC1(F)CCC1)-c1ccc2cc(cnn12)C#N,4.0
CC(C)Nc1cc(ncc1C(=O)NC[C@H](F)C(C)(C)O)-c1cnc2cc(cnn12)C(F)F,4.0
OC12CCC(CC1)(CC2)Nc1cc(ncc1C(=O)NCC1(COC1)C(F)F)-c1ccc2cc(cnn12)C#N,4.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NCCN1CCOCC1)-n1ccc2cc(cnc12)C#N,4.0
CC1COC2(CCCC2)CN1C1CC(C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1,4.02
CN1CC[C@H]2C[C@H]1C(=O)NCC(F)(F)COc1c(ccc3ncc(N2)nc13)-c1cnc(C)nc1,4.04
COc1c(ccc2nc(NC(=O)C3CC3)sc12)-c1cnc(CO[C@H]2CC(F)(F)C[C@@H]2O)nc1,4.04
CC(C)Nc1cc(ncc1C(=O)NCCC1CC1)-n1ncc2cc(cnc12)C#N,4.1
CCNc1cc(Nc2nc3scnc3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.1
CC(Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ncc2cc(cnc12)C#N)C(F)(F)F,4.1
CC(C)Nc1cc(Nc2ncc3ncccc3n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.1
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@@H]1CCOC1)-n1ncc2cc(cnc12)C#N,4.1
CC(C)Nc1cc(ncc1C(=O)NCCNS(C)(=O)=O)-n1ccc2cc(cnc12)C#N,4.1
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccn3nccc3n2)cc1NC1CCC1,4.1
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncccc3n2)cc1NC1CCCOC1,4.1
CC(C)Nc1cc(Nc2ncc(cc2Cl)C#N)ncc1C(=O)NC1CCC(CC1)C(C)(C)O,4.1
CC(C)(F)CNc1cc(Nc2ccc3ncccc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.1
CC[C@@H](CO)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ncc2cc(Cl)cnc12,4.1
CC(C)NC(C)[C@H](F)CNC(=O)c1cnc(cc1NC(C)C)-n1ccc2cc(cnc12)C#N,4.1
CC(C)Nc1cc(Nc2ncc(cc2F)C#N)ncc1C(=O)N[C@H]1CC[C@@H](CC1)C(C)(C)O,4.1
CC(C)Nc1cc(ncc1C(=O)NC1CCC2(CC1)NC(=O)NC2=O)-n1ccc2cc(cnc12)C#N,4.1
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ncc2cc(Cl)c(N)nc12,4.1
CCn1nnnc1-c1ccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-n2ccc3cc(cnc23)C#N)cc1,4.1
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCC1O,4.1
C[C@H](F)CNc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ncc2cc(cnc12)C#N,4.1
COc1cc2c(OC[C@@H]3C[C@@](F)(CCF)C(=O)N3)nccc2cc1C(N)=O,4.1
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@@H]1CCN(C1)C(=O)CC(F)(F)F)-n1ccc2cc(cnc12)C#N,4.1
O[C@H]1CCC[C@@H]1OCc1ncc(cn1)-c1ccc2nc(NC(=O)C3CC(C3)N3CCOC(C3)C3CC3)sc2c1,4.12
CN1CC[C@H]2C[C@H]1C(=O)NCC1(CCC1)COc1c(ccc3ncc(N2)nc13)-c1cncnc1,4.14
COc1c(ccc2nc(NC(=O)[C@@H]3C[C@@H](C3)N3CCN(C[C@@H]3C)C(C)=O)sc12)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1,4.16
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)Nc1ccccc1,4.19
CN1CC[C@H]2C[C@H]1C(=O)N(C)CCCOc1c(ccc3ncc(N2)nc13)-c1cncnc1,4.19
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@@H]2C)c1=O)C12CC(C)(C1)OC2,4.2
CC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(C)c2)c(n1)C(F)F,4.2
CNC(=O)[C@H]1CC[C@@H](CC1)NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCOC[C@@H]1F,4.2
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC12CCC(N)(CC1)CC2,4.2
O=C(NCCN1CCCC1)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCC1,4.2
CC(C)Nc1cc(ncc1C(=O)NCCC(C)(C)O)-n1ccc2cncnc12,4.2
OC1CCC(CC1)NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCC1,4.2
CCC(C)Nc1cc(Nc2ncc(cn2)C#N)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.2
CC(C)(O)C1CCC(CC1)NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCOC1,4.2
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncccc3n2)cc1NC1CC1,4.2
COc1cc2c(OC[C@H]3NC(=O)O[C@@H]3C)cccc2cc1C(N)=O,4.2
CCCn1c2ccc(CN3CCCCC3)cc2[nH]\c1=N/C(=O)c1cccc(c1)C(N)=O,4.2
CC(=O)N[C@H]1CC[C@@H](CC1)NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCOC[C@@H]1F,4.2
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccn3ncc(F)c3n2)cc1NC1CCC1,4.2
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@H](F)[C@H]34)nccc2cc1C(N)=O,4.2
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccn3nccc3n2)cc1NC1CC(F)C1,4.2
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ncc2cc(Br)cnc12,4.2
CC12CC(C1)(CO2)c1cn2cc(C(=O)Nc3ccnn(C4CC4)c3=O)c(OC3CCC3)nc2n1,4.2
CCCOCc1ncc(cn1)-c1ccc2ncc3N[C@H]4CCN(C)[C@@H](C4)C(=O)NCC4(CC4)COc1c2n3,4.24
CCCOCc1ncc(cn1)-c1ccc2ncc3N[C@H]4CCN(C)[C@@H](C4)C(=O)NCCCCCOc1c2n3,4.25
O[C@H]1CCC[C@@H]1OCc1ncc(cn1)-c1ccc2nc(NC(=O)C3CC(C3)NC34CC(C3)(C4)C(F)(F)F)sc2c1,4.27
CC[C@H]1COCCN1C1CC(C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1,4.28
CCNc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.3
CC(C)Nc1cc(Nc2ncc(cc2F)C#N)ncc1C(=O)NC1CC[C@@H](CC1)C(C)(O)C1CC1,4.3
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC(F)(F)C1)-n1ncc2cc(cnc12)C#N,4.3
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ccc2cccnc12,4.3
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccn3nccc3n2)cc1NC1CCSCC1,4.3
CC(C)n1cc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-n2cnc3cc(Cl)cnc23)cn1,4.3
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2nc3ccnn3cc2F)cc1NC1CCCCC1F,4.3
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)[C@@H]1CC[C@]2(CN(C2)C(C)=O)C[C@H]1C,4.3
CC(C)Oc1cc2c(OC[C@@H]3C[C@@H](CO)C(=O)N3)nccc2cc1C(N)=O,4.3
CC(C)(O)C(F)(F)CNC(=O)c1cnc(Nc2nc3scnc3cc2F)cc1NC1CC1,4.3
CC[C@]12C[C@H]1C(=O)N[C@@H]2COc1nccc2cc(C(N)=O)c(OC)cc12,4.3
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ccc2cc(CNC(=O)CC3CCCC3)cnc12,4.3
CC(C)Oc1c(F)c2nc(cn2cc1C(=O)Nc1cccn(C2CC2)c1=O)[C@]12CC[C@](C)(C1)OC2,4.3
CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(-c3ncc(C)o3)c2cc1C(N)=O,4.3
CC(C)CNc1cc(Nc2ncc(cc2Cl)C#N)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.3
CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)F)-n1ncc2cc(Cl)cnc12,4.3
CC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(c2)C(F)F)c(n1)C(F)F,4.3
C[C@@H](CO)Nc1cc(Nc2ncc(cc2F)C#N)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.3
CC(C)Nc1cc(ncc1C(=O)N[C@H]1CC[C@@](F)(CC1)c1nccn1C)-n1ccc2cc(cnc12)C#N,4.3
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)c1ccccc1,4.38
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@H]1CC[C@@H](CC1)NC(=O)C1CC1,4.4
COc1cccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-n2ccc3cc(cnc23)C#N)c1,4.4
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCC[C@@H](C)NC(=O)c1ccccc1,4.4
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCCC(F)(F)C1O)-n1ccc2cc(cnc12)C#N,4.4
C[C@@H](CF)Nc1cc(ncc1C(=O)NCCC(C)(C)O)-n1ccc2cc(cnc12)C#N,4.4
CC1COCCC1Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.4
CC(C)Nc1cc(ncc1C(=O)N[C@H]1CC[C@](F)(CC1)c1nccn1C)-n1ccc2cc(cnc12)C#N,4.4
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC12CCC(CC1)(C2)NC(=O)c1cccnc1,4.4
CC(C)Oc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)ncc(Br)c2cc1C(N)=O,4.4
CC(C)Oc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)ncc(C#CC3(O)CCCC3)c2cc1C(N)=O,4.4
CC[C@@H](CO)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ncc2cc(cnc12)C#N,4.4
CS(=O)(=O)NCCNC(=O)c1cnc(cc1NC1CC1)-n1ccc2cc(cnc12)C#N,4.4
C[C@H](Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ccc2cc(cnc12)C#N)C1CC1,4.4
CNC(=O)c1cnc(Nc2ccc3NC(=O)C(F)(F)c3c2)cc1NC1CCCC1,4.4
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@@H]2F)c1=O)C12CC(C)(C1)OC2,4.4
CNC(=O)[C@H]1CC[C@@H](CC1)NC(=O)c1cnc(cc1NC1CCOCC1)-n1ccc2cncnc12,4.4
Cc1nn2ccc(Nc3cc(NCC(C)(C)F)c(cn3)C(=O)NC[C@@H](F)C(C)(C)O)cc2c1F,4.4
CN1CC[C@H]2C[C@H]1C(=O)NCC1(CC1)COc1c(ccc3ncc(N2)nc13)-c1cnc(C)nc1,4.43
CC(C)Nc1cc(Nc2cc3nccnc3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCC1)-n1ncc2cc(cnc12)C#N,4.5
CC(C)Nc1cc(ncc1C(=O)NCc1nc(Cc2ccccc2)no1)-n1ncc2cc(cnc12)C#N,4.5
CC(C)Nc1cc(ncc1C(=O)Nc1ccc(nc1)N1CCOCC1)-n1ncc2cc(cnc12)C#N,4.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncc(cc3n2)C#N)cc1NC1CCCOC1,4.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCOCC1)-n1ncc2cc(Cl)cnc12,4.5
CC(C)CCNC(=O)c1cnc(cc1NC(C)C)-n1ncc2cc(cnc12)C#N,4.5
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)N[C@H]1CC[C@@H](CC1)NC(=O)c1ccccn1,4.5
CC(C)Oc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)ncc(C#CC3(O)CCN(C)CC3)c2cc1C(N)=O,4.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ncc(cc2Cl)C(N)=O)cc1NC1CCC(F)C1,4.5
CC(O)([C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@@H]1CCC[C@H]1O)C(F)(F)F,4.5
CC[C@H]1[C@@H](COc2nccc3nc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,4.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCC1)-n1cnc2cc(cnc12)C#N,4.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncncc3c2)cc1NC1CC1,4.5
CC(C)Nc1cc(ncc1C(=O)NCCC1CCOCC1)-n1ncc2cc(cnc12)C#N,4.5
CCNc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-n1ccc2cc(cnc12)C(N)=O,4.5
CCCOCc1ncc(cn1)-c1ccc2ncc3N[C@H]4CCN(C)[C@@H](C4)C(=O)NCC(CC)CCOc1c2n3,4.52
CC(C)Nc1cc(ncc1C(=O)NC1CC[C@@H](CC1)C(C)(O)C1CC1)-n1ccc2cc(cnc12)C#N,4.6
CC(C)Nc1cc(Nc2ccc(cn2)C#N)ncc1C(=O)NC1CCC(O)(CC1)c1ccnn1C,4.6
COc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,4.6
CC(C)(F)CNc1cc(Nc2ccn3ncc(Cl)c3n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.6
Cn1nccc1C1(O)CCC(CC1)NC(=O)OC(C)(C)C.CC(C)Nc1cc(Nc2ccc(cn2)C#N)ncc1C(=O)NC1CCC(O)(CC1)c1ccnn1C,4.6
CC(C)(O)[C@H]1CC[C@@H](CC1)NC(=O)c1cnc(cc1NC1CC1)-n1ccc2cc(F)cnc12,4.6
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ncc(cc2F)C#N)cc1Nc1cccc(c1)S(N)(=O)=O,4.6
